Frame,Tempo_Inferenza_ms,Confidenza_Media
171,60.43,0.7684
172,63.85,0.7027
173,75.43,0.7215
174,50.34,0.7333
175,71.24,0.7367
176,75.25,0.6821
177,61.28,0.6769
178,63.10,0.6494
179,56.77,0.6682
180,63.19,0.6786
181,37.44,0.6607
182,57.40,0.6600
183,62.55,0.6778
184,61.21,0.6724
185,65.95,0.6589
186,58.30,0.6912
187,61.34,0.7567
188,56.72,0.7414
189,63.22,0.7011
190,66.04,0.7113
191,69.31,0.7084
192,68.50,0.7072
193,70.73,0.6839
194,62.40,0.7324
195,65.15,0.7124
196,55.50,0.6952
197,55.14,0.6846
198,60.10,0.6908
199,71.70,0.6728
200,70.58,0.6961
201,141.50,0.7058
202,40.43,0.7192
203,59.87,0.7297
204,66.74,0.7134
205,62.06,0.6832
206,62.13,0.6717
207,64.25,0.7377
208,63.85,0.7186
209,55.21,0.7461
210,59.64,0.7344
211,80.32,0.6908
212,65.91,0.6765
213,72.33,0.6978
214,71.18,0.7190
215,73.89,0.6619
216,38.68,0.6145
217,59.35,0.6636
218,52.73,0.6100
219,67.31,0.6475
220,58.06,0.7152
221,63.65,0.6674
222,66.47,0.7078
223,71.74,0.6655
224,57.18,0.7285
225,42.99,0.7508
226,65.32,0.6828
227,67.42,0.6884
228,66.88,0.6846
229,63.35,0.6814
230,67.74,0.6429
231,76.56,0.6746
232,65.25,0.6574
233,61.47,0.6343
234,59.00,0.6205
235,69.57,0.6195
236,64.74,0.6722
237,69.54,0.6660
238,66.28,0.6809
239,62.02,0.6604
240,67.08,0.6417
241,74.19,0.6445
242,72.60,0.6869
243,70.23,0.6453
244,61.90,0.6348
245,59.00,0.7127
246,64.24,0.6683
247,70.61,0.6457
248,67.73,0.6956
249,57.08,0.7155
250,58.85,0.7018
251,66.37,0.6612
252,65.10,0.6830
253,71.06,0.6662
254,71.69,0.6377
255,65.89,0.5049
256,57.99,0.0000
257,66.54,0.0000
258,62.83,0.0000
259,66.32,0.0000
260,63.08,0.5320
261,57.48,0.7019
262,98.50,0.0000
263,57.89,0.7611
264,66.67,0.8538
265,72.88,0.5182
266,63.89,0.9042
267,65.70,0.7467
268,67.06,0.8233
269,70.18,0.8434
270,64.07,0.5079
271,67.92,0.6408
272,72.14,0.5312
273,63.53,0.5633
274,60.42,0.5748
275,68.92,0.5626
276,69.94,0.0000
277,70.66,0.0000
278,62.86,0.0000
279,64.03,0.6008
280,60.03,0.0000
281,61.70,0.6148
282,72.89,0.7400
283,64.32,0.6631
284,61.16,0.7074
285,64.79,0.6914
286,74.22,0.7157
287,63.83,0.7168
288,57.01,0.7369
289,57.67,0.7049
290,62.89,0.7381
291,55.19,0.7183
292,56.45,0.6792
293,66.65,0.7557
294,62.68,0.7260
295,53.80,0.7017
296,57.53,0.6443
297,68.58,0.7242
298,57.18,0.7716
299,65.72,0.7322
300,58.17,0.7355
301,133.25,0.0000
302,70.30,0.5708
303,70.16,0.6733
304,70.51,0.9460
305,72.75,0.9164
306,72.20,0.9391
307,77.28,0.9339
308,75.01,0.9406
309,62.76,0.9411
310,54.54,0.7706
311,53.00,0.7713
312,56.08,0.7683
313,69.56,0.9527
314,87.59,0.7652
315,56.68,0.9556
316,62.41,0.9632
317,61.84,0.9636
318,60.26,0.9655
319,59.21,0.9620
320,48.93,0.9603
321,33.01,0.9638
322,32.98,0.9686
323,31.81,0.9645
324,31.30,0.9652
325,27.75,0.9616
326,25.07,0.9614
327,26.34,0.9617
328,27.01,0.9648
329,29.42,0.9631
330,26.25,0.7340
331,25.58,0.7547
332,24.97,0.7653
333,30.97,0.8029
334,26.25,0.7472
335,24.52,0.7491
336,24.67,0.9604
337,24.23,0.7556
338,29.72,0.7371
339,31.14,0.9645
340,33.46,0.9664
341,28.89,0.9669
342,34.00,0.9686
343,25.87,0.9687
344,26.13,0.9678
345,26.19,0.9680
346,25.32,0.9684
347,24.87,0.9680
348,25.93,0.9688
349,27.30,0.9683
350,25.82,0.9689
351,25.72,0.9680
352,25.49,0.9685
353,24.82,0.9686
354,24.33,0.9688
355,25.36,0.9689
356,24.46,0.9689
357,24.59,0.9687
358,25.28,0.9686
359,24.47,0.9686
360,24.92,0.9686
361,25.15,0.9685
362,24.95,0.9659
363,24.53,0.9693
364,24.54,0.9691
365,25.79,0.7342
366,29.89,0.9673
367,28.09,0.9669
368,26.03,0.9672
369,32.03,0.9675
370,25.48,0.9715
371,25.83,0.9562
372,28.89,0.9472
373,24.69,0.8640
374,28.06,0.5396
375,24.48,0.0000
376,24.29,0.0000
377,29.52,0.0000
378,29.83,0.0000
379,25.20,0.6493
380,25.03,0.6329
381,25.01,0.6071
382,31.51,0.6240
383,25.02,0.5194
384,29.36,0.5254
385,31.25,0.6358
386,27.48,0.6859
387,24.78,0.6622
388,24.45,0.5604
389,24.85,0.7132
390,30.43,0.8137
391,24.93,0.5518
392,25.13,0.6049
393,25.50,0.5671
394,24.82,0.5747
395,30.07,0.6015
396,24.97,0.7010
397,29.75,0.5834
398,25.83,0.5535
399,26.83,0.5644
400,31.94,0.7141
401,29.01,0.5874
402,28.39,0.5844
403,25.92,0.5876
404,24.73,0.6220
405,26.30,0.6157
406,25.22,0.5961
407,28.45,0.6548
408,28.00,0.5991
409,30.49,0.6022
410,31.71,0.6126
411,25.59,0.5962
412,31.30,0.6292
413,24.36,0.6648
414,25.00,0.5909
415,24.66,0.6106
416,24.99,0.6082
417,24.66,0.6061
418,25.05,0.6034
419,25.88,0.6461
420,24.68,0.6645
421,26.63,0.6320
422,24.92,0.5892
423,24.97,0.6059
424,30.19,0.6500
425,30.68,0.5987
426,33.40,0.6305
427,24.45,0.5648
428,31.15,0.5766
429,30.92,0.5793
430,24.65,0.6284
431,30.03,0.6086
432,25.39,0.6057
433,27.91,0.6052
434,25.36,0.5941
435,31.59,0.6035
436,26.58,0.5713
437,29.07,0.6049
438,30.22,0.6293
439,24.62,0.5926
440,25.45,0.6070
441,28.57,0.6084
442,28.17,0.6372
443,29.36,0.7631
444,28.60,0.7893
445,30.32,0.7903
446,24.93,0.7717
447,28.38,0.7692
448,24.83,0.7318
449,26.16,0.7101
450,30.53,0.7412
451,30.42,0.7799
452,28.10,0.7487
453,24.31,0.7252
454,24.34,0.7497
455,27.68,0.7632
456,27.55,0.7658
457,28.41,0.7250
458,31.26,0.7132
459,29.86,0.7268
460,26.95,0.8089
461,28.08,0.7350
462,31.29,0.7446
463,31.66,0.8180
464,31.74,0.7791
465,24.61,0.8122
466,25.58,0.8362
467,25.36,0.8424
468,24.17,0.7763
469,25.56,0.7685
470,24.17,0.7809
471,33.26,0.8301
472,28.62,0.8433
473,30.56,0.7867
474,26.18,0.7937
475,24.77,0.7490
476,24.50,0.6924
477,25.03,0.7546
478,25.08,0.7364
479,24.88,0.7708
480,31.49,0.7397
481,28.55,0.7036
482,25.09,0.7323
483,25.27,0.7728
484,30.43,0.7786
485,25.61,0.7962
486,24.96,0.8041
487,31.76,0.8060
488,27.15,0.7543
489,24.66,0.7903
490,31.66,0.7685
491,25.89,0.7654
492,31.80,0.7681
493,31.80,0.7665
494,31.56,0.7484
495,27.68,0.7598
496,31.53,0.7346
497,24.54,0.7478
498,31.58,0.7376
499,25.79,0.6953
500,31.54,0.6845
501,36.04,0.7705
502,25.96,0.7384
503,25.79,0.7892
504,30.80,0.7556
505,30.16,0.7086
506,24.72,0.8136
507,26.77,0.7156
508,26.01,0.7095
509,25.61,0.7528
510,28.61,0.7099
511,24.27,0.7342
512,30.14,0.7819
513,25.18,0.8006
514,25.27,0.7634
515,24.94,0.8063
516,30.87,0.7240
517,25.69,0.7276
518,26.66,0.7616
519,27.19,0.7355
520,25.86,0.7148
521,24.61,0.7568
522,30.10,0.7677
523,25.07,0.7126
524,25.22,0.6982
525,30.06,0.7570
526,31.41,0.7014
527,24.77,0.6832
528,31.26,0.7072
529,28.73,0.7213
530,31.60,0.7227
531,30.07,0.7131
532,29.49,0.7192
533,28.85,0.7408
534,31.77,0.6545
535,30.87,0.6474
536,24.74,0.6894
537,31.95,0.6601
538,30.18,0.7411
539,31.40,0.7396
540,29.85,0.7308
541,30.86,0.6217
542,31.53,0.6386
543,29.35,0.6823
544,30.52,0.6505
545,29.80,0.7264
546,31.39,0.7344
547,29.06,0.6893
548,29.89,0.6786
549,30.40,0.7230
550,31.12,0.7324
551,32.43,0.7196
552,24.60,0.7095
553,25.70,0.6620
554,31.63,0.6702
555,25.30,0.6982
556,26.69,0.7384
557,25.50,0.7203
558,26.54,0.6870
559,26.19,0.6677
560,32.00,0.7012
561,24.43,0.6443
562,31.51,0.6515
563,29.34,0.6193
564,31.71,0.6134
565,31.36,0.5916
566,31.60,0.6284
567,25.28,0.6103
568,31.64,0.5443
569,31.55,0.5552
570,31.14,0.5700
571,25.20,0.6093
572,28.61,0.6508
573,24.51,0.5812
574,24.42,0.6320
575,31.36,0.6242
576,29.47,0.6335
577,24.63,0.6322
578,31.53,0.6629
579,30.94,0.6347
580,29.91,0.5958
581,32.45,0.6416
582,29.16,0.6919
583,28.03,0.5792
584,28.45,0.6123
585,29.64,0.5862
586,31.13,0.6121
587,33.38,0.6381
588,31.17,0.6226
589,28.67,0.6389
590,29.38,0.6184
591,31.83,0.6447
592,30.91,0.6325
593,24.49,0.6579
594,31.92,0.6376
595,26.31,0.6286
596,25.10,0.5731
597,30.84,0.5599
598,31.30,0.6125
599,30.96,0.5735
600,24.43,0.5664
601,27.89,0.0000
602,25.57,0.5255
603,25.42,0.8632
604,26.66,0.9521
605,24.73,0.9357
606,25.88,0.9382
607,24.87,0.9505
608,24.50,0.9531
609,29.50,0.9547
610,28.57,0.9587
611,33.60,0.9561
612,29.21,0.9633
613,29.61,0.9626
614,29.12,0.9641
615,27.23,0.9618
616,24.27,0.9646
617,32.36,0.9672
618,28.77,0.9670
619,30.18,0.9691
620,31.15,0.9706
621,31.29,0.9727
622,25.09,0.9729
623,30.24,0.9735
624,31.33,0.9711
625,31.77,0.9746
626,26.59,0.9754
627,29.81,0.9766
628,31.25,0.9763
629,30.01,0.9762
630,31.72,0.9764
631,31.27,0.9765
632,27.95,0.9759
633,30.95,0.9760
634,27.33,0.9759
635,30.50,0.9762
636,28.49,0.9764
637,29.34,0.9763
638,27.12,0.9764
639,30.36,0.9764
640,31.73,0.9764
641,30.43,0.9771
642,30.86,0.9769
643,31.58,0.9770
644,24.48,0.9770
645,31.70,0.9770
646,28.85,0.9769
647,28.14,0.9769
648,31.73,0.9769
649,29.60,0.9770
650,24.58,0.9770
651,25.82,0.9771
652,24.37,0.9771
653,29.75,0.9771
654,26.86,0.9771
655,30.73,0.9771
656,24.69,0.9770
657,31.56,0.9771
658,24.56,0.9771
659,32.71,0.9770
660,24.25,0.9771
661,24.92,0.9770
662,25.30,0.9766
663,24.40,0.9768
664,25.34,0.9766
665,24.95,0.9752
666,24.30,0.9746
667,28.99,0.9724
668,25.22,0.9730
669,25.26,0.9744
670,25.13,0.9713
671,24.65,0.9652
672,25.08,0.9374
673,24.57,0.7673
674,24.90,0.5152
675,24.74,0.7905
676,24.46,0.8371
677,24.86,0.0000
678,28.73,0.6290
679,30.78,0.7228
680,26.82,0.7679
681,24.77,0.7243
682,25.43,0.6842
683,25.08,0.7132
684,24.65,0.7080
685,31.49,0.7068
686,23.95,0.7182
687,29.19,0.6971
688,26.78,0.6938
689,26.25,0.7271
690,31.15,0.7537
691,30.01,0.6597
692,29.33,0.7096
693,31.14,0.7161
694,31.72,0.6725
695,25.12,0.7259
696,28.10,0.7312
697,24.45,0.6972
698,24.39,0.7035
699,24.85,0.7194
700,29.17,0.7399
701,46.09,0.7355
702,32.49,0.7579
703,27.66,0.7888
704,24.45,0.7255
705,25.52,0.7477
706,27.93,0.7225
707,29.59,0.7492
708,25.75,0.6946
709,24.66,0.6923
710,25.31,0.6999
711,28.62,0.7592
712,31.62,0.7606
713,26.25,0.7466
714,35.53,0.8099
715,31.60,0.7456
716,28.38,0.7627
717,24.56,0.7437
718,25.12,0.7249
719,24.67,0.7633
720,25.41,0.7176
721,25.29,0.7561
722,24.34,0.6940
723,25.12,0.7746
724,24.32,0.7528
725,24.41,0.7391
726,25.15,0.7121
727,25.62,0.7975
728,24.72,0.7329
729,24.71,0.7001
730,24.33,0.7569
731,24.40,0.7120
732,29.27,0.7568
733,25.28,0.7365
734,25.25,0.6934
735,24.64,0.6954
736,25.01,0.7287
737,24.96,0.6771
738,25.23,0.6642
739,30.85,0.6968
740,24.57,0.7621
741,27.41,0.6984
742,26.65,0.7518
743,28.10,0.8362
744,24.64,0.8701
745,27.16,0.8656
746,24.53,0.8257
747,25.35,0.7786
748,24.56,0.7863
749,24.68,0.8903
750,24.92,0.7767
751,26.37,0.8391
752,25.20,0.7964
753,25.10,0.8029
754,25.07,0.7810
755,25.05,0.7450
756,24.98,0.7825
757,26.77,0.7887
758,24.87,0.7718
759,31.15,0.6582
760,24.72,0.6757
761,24.38,0.7981
762,24.55,0.7638
763,29.42,0.7530
764,24.57,0.6999
765,24.83,0.7186
766,31.60,0.7679
767,24.38,0.5975
768,30.93,0.7388
769,31.14,0.8612
770,24.28,0.8542
771,24.88,0.8140
772,24.59,0.8689
773,24.29,0.7722
774,26.12,0.6766
775,25.36,0.7079
776,25.34,0.6643
777,25.11,0.6867
778,24.60,0.5986
779,25.04,0.8243
780,25.82,0.8482
781,25.31,0.9114
782,30.63,0.7293
783,24.34,0.8381
784,31.65,0.0000
785,24.69,0.0000
786,24.59,0.5181
787,31.61,0.0000
788,27.82,0.0000
789,25.14,0.8235
790,31.54,0.8479
791,26.74,0.8934
792,25.97,0.9163
793,31.36,0.9307
794,24.34,0.9518
795,30.38,0.9525
796,24.21,0.6901
797,24.85,0.7081
798,31.71,0.8142
799,25.29,0.5648
800,25.13,0.7691
801,28.40,0.5526
802,26.10,0.6979
803,26.13,0.7912
804,25.13,0.7475
805,24.81,0.7627
806,28.88,0.6238
807,30.27,0.0000
808,29.02,0.6020
809,26.84,0.7463
810,30.00,0.5530
811,28.89,0.5247
812,24.59,0.0000
813,28.31,0.5642
814,26.89,0.0000
815,25.69,0.6905
816,25.64,0.0000
817,30.38,0.0000
818,31.39,0.0000
819,30.86,0.0000
820,31.45,0.0000
821,30.25,0.0000
822,31.45,0.0000
823,31.09,0.0000
824,27.93,0.0000
825,28.52,0.5931
826,33.09,0.7414
827,29.30,0.6287
828,26.75,0.6031
829,30.44,0.5874
830,26.13,0.0000
831,31.63,0.0000
832,31.87,0.0000
833,31.18,0.0000
834,24.52,0.0000
835,25.13,0.0000
836,26.68,0.0000
837,24.58,0.5938
838,26.20,0.6153
839,25.26,0.6404
840,28.58,0.7290
841,31.09,0.8017
842,31.52,0.6665
843,31.61,0.7020
844,29.36,0.7061
845,31.17,0.7053
846,30.57,0.7519
847,29.58,0.7214
848,26.44,0.7553
849,26.71,0.6998
850,30.96,0.7537
851,26.97,0.7534
852,29.69,0.6988
853,31.75,0.7041
854,31.57,0.6493
855,29.87,0.6236
856,31.79,0.6111
857,28.35,0.6135
858,31.29,0.0000
859,31.55,0.0000
860,31.20,0.6907
861,30.39,0.7168
862,31.64,0.7130
863,24.21,0.9096
864,26.69,0.9029
865,32.88,0.7481
866,29.63,0.7302
867,28.95,0.7892
868,31.08,0.7467
869,26.58,0.6985
870,24.36,0.6467
871,24.66,0.6992
872,25.51,0.7565
873,25.63,0.7713
874,25.15,0.7036
875,27.06,0.6680
876,25.07,0.6556
877,24.53,0.7055
878,25.83,0.6742
879,24.58,0.7174
880,25.19,0.7061
881,24.69,0.6417
882,30.78,0.6640
883,26.27,0.7175
884,31.55,0.6954
885,30.72,0.7465
886,26.09,0.6870
887,30.57,0.7440
888,30.68,0.6934
889,28.83,0.6308
890,25.24,0.7103
891,25.10,0.7177
892,25.20,0.7194
893,29.85,0.7927
894,24.47,0.7267
895,25.27,0.7328
896,24.29,0.7093
897,26.90,0.7468
898,25.01,0.6721
899,28.61,0.6929
900,32.13,0.6845
901,28.32,0.7297
902,25.93,0.7748
903,25.12,0.7539
904,25.74,0.6358
905,24.77,0.6506
906,25.20,0.6353
907,25.95,0.0000
908,24.57,0.5285
909,24.85,0.6067
910,28.25,0.6946
911,27.58,0.7090
912,31.10,0.7105
913,30.30,0.6440
914,27.46,0.6371
915,24.72,0.5920
916,29.12,0.7007
917,31.84,0.5738
918,34.83,0.6489
919,31.13,0.6776
920,25.70,0.7928
921,25.50,0.6167
922,24.84,0.6517
923,27.08,0.6951
924,29.67,0.6920
925,28.11,0.7031
926,30.54,0.6977
927,28.01,0.6681
928,31.40,0.6398
929,27.63,0.7160
930,25.06,0.6436
931,24.79,0.9422
932,25.42,0.7320
933,25.32,0.7326
934,29.72,0.9276
935,26.92,0.9297
936,26.47,0.9419
937,31.66,0.9534
938,24.80,0.9277
939,24.98,0.9122
940,31.03,0.8234
941,28.33,0.8512
942,29.68,0.7982
943,31.77,0.7889
944,30.63,0.7641
945,29.01,0.7013
946,32.21,0.7172
947,28.83,0.7273
948,32.08,0.7705
949,25.11,0.7763
950,26.26,0.7785
951,26.05,0.7386
952,29.22,0.7499
953,30.32,0.7074
954,25.93,0.7167
955,28.99,0.6879
956,29.42,0.7046
957,29.65,0.6551
958,31.39,0.6980
959,27.67,0.7322
960,30.89,0.7942
961,29.64,0.8030
962,28.89,0.8015
963,27.63,0.8053
964,24.85,0.7938
965,31.38,0.7946
966,26.23,0.7835
967,30.22,0.7821
968,31.01,0.7810
969,30.67,0.7806
970,29.63,0.7812
971,30.47,0.7844
972,24.73,0.7804
973,31.14,0.7720
974,25.88,0.7749
975,26.44,0.7760
976,24.48,0.7720
977,25.90,0.7777
978,26.74,0.8100
979,24.51,0.8097
980,31.14,0.8081
981,27.18,0.8088
982,32.66,0.8103
983,24.48,0.8096
984,24.70,0.8115
985,24.02,0.8115
986,24.99,0.8105
987,27.10,0.8092
988,25.24,0.8103
989,31.56,0.8091
990,24.81,0.8073
991,24.35,0.8070
992,29.76,0.8048
993,24.21,0.8121
994,24.30,0.8108
995,25.01,0.8090
996,26.18,0.8096
997,25.03,0.8131
998,24.92,0.8106
999,28.89,0.8140
1000,31.55,0.8132
1001,28.58,0.8128
1002,25.29,0.8123
1003,25.54,0.8120
1004,24.90,0.8118
1005,25.68,0.8125
1006,25.80,0.8127
1007,26.74,0.8134
1008,24.64,0.8146
1009,25.16,0.8123
1010,24.26,0.8113
1011,24.24,0.8104
1012,27.40,0.8105
1013,24.93,0.8094
1014,25.43,0.8094
1015,25.87,0.8094
1016,25.92,0.8087
1017,24.64,0.8081
1018,24.77,0.8112
1019,25.11,0.8096
1020,30.01,0.8100
1021,24.60,0.8093
1022,27.51,0.8109
1023,31.79,0.8095
1024,27.42,0.8081
1025,24.88,0.6445
1026,30.66,0.6443
1027,24.55,0.6448
1028,26.04,0.6457
1029,24.82,0.6452
1030,25.52,0.7915
1031,24.63,0.7896
1032,24.77,0.7892
1033,27.26,0.7891
1034,28.60,0.7879
1035,30.24,0.7881
1036,25.99,0.6444
1037,29.02,0.6448
1038,24.91,0.6445
1039,25.61,0.6446
1040,25.94,0.6441
1041,24.80,0.7923
1042,24.99,0.6459
1043,26.58,0.6491
1044,30.27,0.7925
1045,24.35,0.7957
1046,24.11,0.7968
1047,24.62,0.7839
1048,24.95,0.7925
1049,25.18,0.7891
1050,24.52,0.7887
1051,24.73,0.7894
1052,25.22,0.7870
1053,24.69,0.7881
1054,24.89,0.7999
1055,25.19,0.8027
1056,26.73,0.7958
1057,30.41,0.8032
1058,24.48,0.8032
1059,25.72,0.8029
1060,24.60,0.8041
1061,31.21,0.8049
1062,24.45,0.8067
1063,27.84,0.8047
1064,25.11,0.8101
1065,28.21,0.8093
1066,24.90,0.8087
1067,24.97,0.8095
1068,30.78,0.8073
1069,24.58,0.8077
1070,24.10,0.8025
1071,26.00,0.8044
1072,24.77,0.8065
1073,27.63,0.8041
1074,25.81,0.8051
1075,25.73,0.8053
1076,25.18,0.8093
1077,32.83,0.8086
1078,24.50,0.8084
1079,25.00,0.8099
1080,24.57,0.8095
1081,25.68,0.8074
1082,24.95,0.8081
1083,25.04,0.8094
1084,24.33,0.8094
1085,25.07,0.8092
1086,28.97,0.8090
1087,24.74,0.8095
1088,29.83,0.8082
1089,25.43,0.8081
1090,25.75,0.8061
1091,25.85,0.8063
1092,25.95,0.8067
1093,24.17,0.8066
1094,24.59,0.8061
1095,24.74,0.8061
1096,25.59,0.8067
1097,24.57,0.8061
1098,25.86,0.8061
1099,27.58,0.8065
1100,30.19,0.8058
1101,29.73,0.8052
1102,24.99,0.8051
1103,26.29,0.8054
1104,24.66,0.8053
1105,24.94,0.8047
1106,25.18,0.8059
1107,25.42,0.8083
1108,24.51,0.8069
1109,24.76,0.8070
1110,25.92,0.8064
1111,27.07,0.8053
1112,24.50,0.8069
1113,25.80,0.8034
1114,25.59,0.8031
1115,25.92,0.8036
1116,26.68,0.8022
1117,24.48,0.8022
1118,24.73,0.8020
1119,25.04,0.8019
1120,25.36,0.8017
1121,24.33,0.8071
1122,29.71,0.8072
1123,27.57,0.8073
1124,25.05,0.8059
1125,30.77,0.8067
1126,24.57,0.8064
1127,25.92,0.8082
1128,25.57,0.8093
1129,26.60,0.8085
1130,25.47,0.8082
1131,26.40,0.8083
1132,26.62,0.8083
1133,24.94,0.8080
1134,24.78,0.8069
1135,25.66,0.8074
1136,25.69,0.8067
1137,25.06,0.8037
1138,28.39,0.8049
1139,25.46,0.8055
1140,24.02,0.8054
1141,25.97,0.8056
1142,25.46,0.8053
1143,25.70,0.8053
1144,25.08,0.8057
1145,26.20,0.8056
1146,24.12,0.8049
1147,26.05,0.8056
1148,25.92,0.8057
1149,24.25,0.8053
1150,25.75,0.8049
1151,25.01,0.8095
1152,24.12,0.8098
1153,26.83,0.6453
1154,24.50,0.6447
1155,24.21,0.6536
1156,24.49,0.8121
1157,25.39,0.6391
1158,24.99,0.7471
1159,31.04,0.7499
1160,27.40,0.7652
1161,25.06,0.6865
1162,26.45,0.7237
1163,24.64,0.7284
1164,25.32,0.7477
1165,24.64,0.7078
1166,24.64,0.7065
1167,24.70,0.6997
1168,24.96,0.7180
1169,25.11,0.7160
1170,25.69,0.7272
1171,25.36,0.6170
1172,25.30,0.7091
1173,25.36,0.7498
1174,25.56,0.7065
1175,25.26,0.7142
1176,24.85,0.7327
1177,24.97,0.7266
1178,24.82,0.7127
1179,24.52,0.6726
1180,24.27,0.6862
1181,25.25,0.7401
1182,24.97,0.7099
1183,25.55,0.7663
1184,29.69,0.7282
1185,29.24,0.8287
1186,31.58,0.8542
1187,28.04,0.8044
1188,28.02,0.7172
1189,29.39,0.7912
1190,31.14,0.8026
1191,24.45,0.8853
1192,26.80,0.9101
1193,31.36,0.8763
1194,27.12,0.7534
1195,31.10,0.7231
1196,31.44,0.8927
1197,24.75,0.8972
1198,30.23,0.8854
1199,31.40,0.9045
1200,31.88,0.9091
1201,27.04,0.9042
1202,31.58,0.8612
1203,32.74,0.8390
1204,30.40,0.8059
1205,25.88,0.7649
1206,26.04,0.7648
1207,24.98,0.7479
1208,24.55,0.7053
1209,25.30,0.6578
1210,25.01,0.6234
1211,24.89,0.6786
1212,25.15,0.7354
1213,24.57,0.7300
1214,32.98,0.7880
1215,31.84,0.8059
1216,31.59,0.8301
1217,29.85,0.8227
1218,27.91,0.8228
1219,28.61,0.8262
1220,29.72,0.8016
1221,24.67,0.7823
1222,25.72,0.7679
1223,28.56,0.7597
1224,29.39,0.7303
1225,30.69,0.7283
1226,28.87,0.7598
1227,31.65,0.7269
1228,27.61,0.7418
1229,25.03,0.7188
1230,24.52,0.7381
1231,24.75,0.7594
1232,25.07,0.7998
1233,24.37,0.8105
1234,24.91,0.8048
1235,25.10,0.8044
1236,25.43,0.8173
1237,25.73,0.8147
1238,24.64,0.8217
1239,25.18,0.8262
1240,26.35,0.8161
1241,24.99,0.8148
1242,24.64,0.8138
1243,25.74,0.8188
1244,24.87,0.8154
1245,24.82,0.8116
